Car_ID,Car_Model,Model_Year,Car_Age,Mileage_KM,Fuel_Type,Region,Components,Health_Score,Conditions,Failure_Type,Failure_Date,Maintenance_Type,Maintenance_Cost,Downtime_Hours,Service_Center,Car_Status
CAR-1338,Hatchback,2023,3,52913,Petrol,South,Brake,63,Warning,Brake Wear,11/21/2023,Corrective,433.79,13,Center Beta,Healthy
CAR-1304,Hatchback,2020,6,79806,Electric,South,Tyre,56,Warning,Tyre Damage,6/3/2025,Corrective,298.02,6,Center Beta,Healthy
CAR-1432,City,2022,4,43959,Petrol,North,Suspension,51,Warning,Suspension Failure,4/13/2025,Preventive,392.78,3,Center Beta,Healthy
CAR-1162,Hatchback,2023,3,50581,Hybrid,Central,Battery,79,Healthy,No Failure,7/12/2023,Preventive,199.23,2,Center Gamma,Healthy
CAR-1029,Sedan,2020,6,54794,Electric,North,Battery,46,Warning,Battery Failure,3/14/2023,Preventive,194.47,3,Center Delta,Healthy
CAR-1187,City,2021,5,52520,Petrol,North,Brake,63,Warning,Brake Wear,5/17/2024,Preventive,280.5,3,Center Beta,Healthy
CAR-1055,Hatchback,2018,8,127054,Diesel,South,Engine,27,Critical,Mechanical Failure,4/26/2023,Emergency,2312.47,22,Center Gamma,Needs Inspection
CAR-1230,Crossover,2021,5,60463,Electric,West,Tyre,52,Warning,Tyre Damage,5/6/2025,Preventive,178.12,2,Center Delta,Healthy
CAR-1326,Crossover,2018,8,128345,Electric,West,Headlight,17,Critical,Lighting Failure,9/23/2025,Emergency,222.48,19,Center Alpha,Needs Inspection
CAR-1435,Premium Sedan,2020,6,99741,Petrol,North,Battery,45,Warning,Battery Failure,7/2/2025,Preventive,198.4,3,Center Beta,Healthy
CAR-1476,Crossover,2022,4,31075,Electric,East,Suspension,81,Healthy,No Failure,9/12/2023,Preventive,361.78,3,Center Delta,Healthy
CAR-1486,Crossover,2020,6,80315,Hybrid,Central,Engine,54,Warning,Mechanical Failure,10/10/2024,Corrective,1158.38,17,Center Alpha,Healthy
CAR-1319,Premium Sedan,2023,3,33574,Diesel,North,Cooling System,87,Healthy,No Failure,8/10/2025,Preventive,380.88,1,Center Delta,Healthy
CAR-1386,Compact,2024,2,34083,Hybrid,South,Suspension,100,Healthy,No Failure,6/4/2023,Preventive,525.66,1,Center Gamma,Healthy
CAR-1091,Hatchback,2022,4,53448,Electric,East,Tyre,70,Warning,Tyre Damage,12/30/2023,Preventive,123.43,3,Center Beta,Healthy
CAR-1213,City,2018,8,113206,Petrol,South,Transmission,38,Critical,Transmission Fault,3/2/2025,Corrective,1495.11,8,Center Gamma,Needs Inspection
CAR-1302,Sedan,2023,3,30471,Diesel,East,Tyre,98,Healthy,No Failure,6/17/2024,Preventive,134.41,2,Center Epsilon,Healthy
CAR-1352,Premium Sedan,2023,3,38983,Diesel,North,Tyre,84,Healthy,No Failure,3/20/2025,Preventive,163.17,3,Center Delta,Healthy
CAR-1037,Sedan,2021,5,84491,Petrol,East,Headlight,42,Critical,Lighting Failure,7/30/2023,Emergency,252.14,67,Center Delta,Under Maintenance
CAR-1480,Compact,2018,8,102764,Diesel,West,Engine,25,Critical,Mechanical Failure,12/2/2025,Emergency,2086.17,68,Center Beta,Under Maintenance
CAR-1296,Crossover,2020,6,94043,Electric,South,Brake,10,Critical,Brake Wear,12/19/2024,Emergency,535.14,63,Center Beta,Under Maintenance
CAR-1067,Premium Sedan,2019,7,121076,Hybrid,South,Battery,34,Critical,Battery Failure,8/23/2024,Emergency,582.73,25,Center Epsilon,Under Maintenance
CAR-1066,Compact,2021,5,77574,Petrol,North,Cooling System,49,Warning,Overheating,2/6/2024,Corrective,405.87,16,Center Beta,Healthy
CAR-1259,City,2018,8,120102,Diesel,South,Tyre,10,Critical,Tyre Damage,11/28/2025,Emergency,364.12,59,Center Beta,Under Maintenance
CAR-1106,Sedan,2023,3,48240,Electric,East,Headlight,70,Warning,Lighting Failure,2/9/2024,Corrective,171.75,19,Center Delta,Healthy
CAR-1486,Crossover,2020,6,93256,Hybrid,Central,Tyre,47,Warning,Tyre Damage,12/11/2023,Preventive,146.04,2,Center Epsilon,Healthy
CAR-1148,Premium Sedan,2020,6,91185,Petrol,South,Suspension,59,Warning,Suspension Failure,9/13/2024,Corrective,911.59,13,Center Epsilon,Healthy
CAR-1405,Premium Sedan,2024,2,17526,Diesel,North,Headlight,77,Healthy,No Failure,5/10/2023,Preventive,112.6,3,Center Gamma,Healthy
CAR-1478,Sedan,2018,8,70851,Diesel,South,Engine,54,Warning,Overheating,1/18/2023,Preventive,988.26,1,Center Epsilon,Healthy
CAR-1395,Compact,2021,5,44774,Diesel,South,Tyre,41,Critical,Tyre Damage,10/3/2025,Emergency,390.05,31,Center Gamma,Under Maintenance
CAR-1190,Sedan,2024,2,27257,Electric,East,Tyre,98,Healthy,No Failure,10/25/2024,Preventive,127.95,2,Center Gamma,Healthy
CAR-1377,Crossover,2022,4,42817,Diesel,East,Suspension,62,Warning,Suspension Failure,3/16/2025,Corrective,814.61,15,Center Beta,Healthy
CAR-1303,City,2019,7,110497,Diesel,Central,Tyre,52,Warning,Tyre Damage,7/26/2023,Preventive,162.37,3,Center Epsilon,Healthy
CAR-1172,Crossover,2022,4,38875,Electric,North,Engine,67,Warning,Mechanical Failure,10/15/2023,Preventive,703.24,3,Center Beta,Healthy
CAR-1125,Premium Sedan,2024,2,15400,Petrol,East,Battery,75,Healthy,No Failure,1/6/2024,Preventive,162.34,3,Center Epsilon,Healthy
CAR-1428,Crossover,2019,7,72770,Petrol,South,Tyre,39,Critical,Tyre Damage,1/16/2025,Emergency,470.48,48,Center Beta,Under Maintenance
CAR-1015,Premium Sedan,2020,6,77072,Petrol,West,Brake,61,Warning,Brake Wear,6/22/2024,Corrective,321.41,16,Center Beta,Healthy
CAR-1117,Premium Sedan,2018,8,81138,Hybrid,Central,Engine,31,Critical,Wear,8/25/2023,Emergency,2541.44,53,Center Epsilon,Under Maintenance
CAR-1044,Hatchback,2022,4,56536,Diesel,West,Headlight,39,Critical,Lighting Failure,8/4/2024,Corrective,188.26,14,Center Gamma,Needs Inspection
CAR-1348,Sedan,2018,8,101131,Hybrid,North,Battery,18,Critical,Battery Failure,6/17/2024,Emergency,542.55,60,Center Alpha,Under Maintenance
CAR-1493,Premium Sedan,2018,8,121630,Hybrid,West,Headlight,29,Critical,Lighting Failure,9/29/2024,Emergency,269.93,53,Center Beta,Under Maintenance
CAR-1258,Premium Sedan,2024,2,26169,Petrol,South,Brake,78,Healthy,No Failure,9/19/2023,Preventive,314.94,1,Center Gamma,Healthy
CAR-1478,Sedan,2018,8,67572,Diesel,South,Tyre,32,Critical,Tyre Damage,4/10/2024,Corrective,252.23,21,Center Delta,Needs Inspection
CAR-1208,Crossover,2019,7,115915,Petrol,North,Battery,25,Critical,Battery Failure,5/30/2023,Emergency,378.53,37,Center Beta,Under Maintenance
CAR-1237,Premium Sedan,2022,4,71586,Petrol,South,Suspension,68,Warning,Suspension Failure,6/16/2025,Corrective,916.15,7,Center Gamma,Healthy
CAR-1297,Premium Sedan,2022,4,34144,Petrol,East,Headlight,97,Healthy,No Failure,7/14/2025,Preventive,113.94,1,Center Beta,Healthy
CAR-1149,Crossover,2024,2,34623,Diesel,West,Battery,100,Healthy,No Failure,3/9/2025,Preventive,167.18,1,Center Delta,Healthy
CAR-1237,Premium Sedan,2022,4,37315,Petrol,South,Battery,68,Warning,Battery Failure,10/23/2023,Preventive,199.48,1,Center Delta,Healthy
CAR-1090,Compact,2023,3,40852,Diesel,South,Tyre,71,Warning,Tyre Damage,7/20/2025,Corrective,237.64,15,Center Beta,Healthy
CAR-1006,Sedan,2019,7,106618,Petrol,South,Transmission,63,Warning,Transmission Fault,1/14/2025,Corrective,1283.77,22,Center Delta,Healthy
CAR-1456,Hatchback,2020,6,59802,Hybrid,Central,Transmission,46,Warning,Transmission Fault,12/28/2024,Corrective,1704.14,19,Center Gamma,Healthy
CAR-1338,Hatchback,2023,3,28117,Petrol,South,Brake,100,Healthy,No Failure,5/10/2025,Preventive,231.22,2,Center Beta,Healthy
CAR-1073,Premium Sedan,2021,5,42829,Electric,North,Tyre,54,Warning,Tyre Damage,9/28/2025,Corrective,234.77,13,Center Gamma,Healthy
CAR-1050,Crossover,2022,4,58757,Petrol,East,Tyre,63,Warning,Tyre Damage,5/9/2023,Preventive,166.57,3,Center Delta,Healthy
CAR-1331,Crossover,2024,2,27007,Electric,North,Brake,59,Warning,Brake Wear,10/25/2023,Preventive,319.15,1,Center Epsilon,Healthy
CAR-1090,Compact,2023,3,26049,Diesel,South,Headlight,68,Warning,Lighting Failure,7/9/2023,Preventive,111.5,3,Center Gamma,Healthy
CAR-1383,Compact,2024,2,39196,Electric,South,Battery,64,Warning,Battery Failure,1/8/2023,Corrective,255.34,12,Center Epsilon,Healthy
CAR-1079,Compact,2019,7,105749,Petrol,West,Tyre,18,Critical,Tyre Damage,12/20/2024,Emergency,467.92,29,Center Delta,Under Maintenance
CAR-1225,Crossover,2018,8,117406,Petrol,North,Brake,21,Critical,Brake Wear,11/17/2025,Corrective,503.27,20,Center Alpha,Needs Inspection
CAR-1086,City,2019,7,87134,Petrol,West,Battery,37,Critical,Battery Failure,6/3/2024,Corrective,329.28,13,Center Epsilon,Needs Inspection
CAR-1127,Sedan,2022,4,64990,Diesel,West,Brake,73,Warning,Brake Wear,3/6/2025,Corrective,396.68,13,Center Gamma,Healthy
CAR-1215,Sedan,2018,8,132234,Electric,South,Engine,38,Critical,Wear,2/17/2025,Emergency,1898.16,20,Center Epsilon,Needs Inspection
CAR-1233,Sedan,2022,4,54442,Diesel,East,Suspension,88,Healthy,No Failure,8/10/2024,Preventive,466.93,1,Center Epsilon,Healthy
CAR-1217,Compact,2022,4,75048,Petrol,South,Engine,62,Warning,Mechanical Failure,9/5/2024,Corrective,1065.5,15,Center Epsilon,Healthy
CAR-1485,Hatchback,2023,3,39205,Diesel,West,Tyre,81,Healthy,No Failure,3/19/2025,Preventive,124.24,3,Center Gamma,Healthy
CAR-1378,Compact,2023,3,23612,Petrol,Central,Brake,74,Warning,Brake Wear,9/6/2023,Preventive,214.63,2,Center Epsilon,Healthy
CAR-1399,Hatchback,2019,7,130086,Petrol,West,Battery,10,Critical,Battery Failure,10/19/2023,Corrective,308.96,21,Center Epsilon,Needs Inspection
CAR-1079,Compact,2019,7,77025,Petrol,West,Cooling System,53,Warning,Overheating,1/22/2024,Preventive,367.87,2,Center Delta,Healthy
CAR-1192,Crossover,2022,4,28493,Petrol,North,Headlight,93,Healthy,No Failure,8/13/2023,Preventive,105.58,2,Center Epsilon,Healthy
CAR-1387,Compact,2022,4,54272,Diesel,East,Suspension,43,Critical,Suspension Failure,1/22/2024,Emergency,1310.9,35,Center Beta,Under Maintenance
CAR-1042,Hatchback,2020,6,76039,Petrol,West,Brake,40,Critical,Brake Wear,3/25/2024,Emergency,508.26,45,Center Delta,Under Maintenance
CAR-1326,Crossover,2018,8,78628,Electric,West,Battery,38,Critical,Battery Failure,12/15/2023,Emergency,442.46,41,Center Gamma,Under Maintenance
CAR-1125,Premium Sedan,2024,2,35011,Petrol,East,Brake,94,Healthy,No Failure,3/3/2025,Preventive,227.5,2,Center Alpha,Healthy
CAR-1352,Premium Sedan,2023,3,48839,Diesel,North,Headlight,47,Warning,Lighting Failure,7/8/2023,Corrective,180.81,21,Center Beta,Healthy
CAR-1257,Premium Sedan,2020,6,107943,Petrol,West,Tyre,50,Warning,Tyre Damage,8/17/2023,Preventive,149.88,2,Center Epsilon,Healthy
CAR-1351,Premium Sedan,2018,8,81213,Petrol,West,Battery,43,Critical,Battery Failure,4/9/2023,Emergency,373.7,52,Center Epsilon,Under Maintenance
CAR-1387,Compact,2022,4,39892,Diesel,East,Engine,75,Healthy,No Failure,11/25/2023,Preventive,732.63,3,Center Beta,Healthy
CAR-1416,City,2020,6,88801,Diesel,South,Tyre,30,Critical,Tyre Damage,8/21/2025,Emergency,480.59,63,Center Gamma,Under Maintenance
CAR-1141,Compact,2019,7,80607,Petrol,West,Battery,62,Warning,Battery Failure,5/4/2024,Preventive,182.91,1,Center Epsilon,Healthy
CAR-1368,City,2023,3,40390,Petrol,North,Cooling System,81,Healthy,No Failure,3/1/2025,Preventive,386.5,1,Center Delta,Healthy
CAR-1055,Hatchback,2018,8,144906,Diesel,South,Engine,11,Critical,Mechanical Failure,5/22/2025,Emergency,2289.72,63,Center Gamma,Under Maintenance
CAR-1478,Sedan,2018,8,145826,Diesel,South,Battery,10,Critical,Battery Failure,6/12/2024,Emergency,386.67,55,Center Beta,Under Maintenance
CAR-1044,Hatchback,2022,4,57868,Diesel,West,Transmission,71,Warning,Transmission Fault,7/9/2025,Preventive,773.04,2,Center Gamma,Healthy
CAR-1264,Premium Sedan,2021,5,48928,Diesel,East,Engine,69,Warning,Mechanical Failure,9/16/2025,Corrective,1044.36,21,Center Alpha,Healthy
CAR-1430,Premium Sedan,2022,4,63700,Hybrid,South,Tyre,57,Warning,Tyre Damage,12/16/2025,Corrective,276.03,9,Center Delta,Healthy
CAR-1408,Crossover,2018,8,90157,Diesel,South,Cooling System,34,Critical,Overheating,1/26/2025,Emergency,797.05,58,Center Epsilon,Under Maintenance
CAR-1355,Crossover,2022,4,33019,Electric,Central,Tyre,57,Warning,Tyre Damage,3/11/2025,Corrective,223.71,12,Center Delta,Healthy
CAR-1028,City,2019,7,83589,Diesel,Central,Transmission,60,Warning,Transmission Fault,1/17/2025,Preventive,992.99,3,Center Epsilon,Healthy
CAR-1451,City,2022,4,61029,Hybrid,East,Cooling System,84,Healthy,No Failure,3/18/2025,Preventive,368,2,Center Beta,Healthy
CAR-1004,Hatchback,2024,2,32494,Electric,East,Transmission,83,Healthy,No Failure,9/5/2024,Preventive,1126.8,1,Center Delta,Healthy
CAR-1308,Compact,2018,8,80964,Diesel,South,Battery,23,Critical,Battery Failure,6/17/2025,Corrective,355.42,13,Center Alpha,Needs Inspection
CAR-1164,City,2023,3,39247,Petrol,South,Cooling System,58,Warning,Overheating,2/17/2025,Preventive,355.86,1,Center Delta,Healthy
CAR-1153,Hatchback,2019,7,112790,Diesel,North,Battery,10,Critical,Battery Failure,3/16/2024,Corrective,252.95,15,Center Gamma,Needs Inspection
CAR-1284,City,2018,8,119707,Diesel,South,Transmission,29,Critical,Transmission Fault,9/10/2023,Emergency,2458.44,57,Center Delta,Under Maintenance
CAR-1306,Crossover,2022,4,58377,Diesel,North,Transmission,84,Healthy,No Failure,11/4/2024,Preventive,1135.73,2,Center Beta,Healthy
CAR-1133,Sedan,2022,4,36558,Hybrid,West,Headlight,37,Critical,Lighting Failure,4/5/2023,Emergency,236.87,50,Center Epsilon,Under Maintenance
CAR-1484,City,2024,2,15380,Diesel,North,Battery,100,Healthy,No Failure,1/8/2025,Preventive,184.11,1,Center Beta,Healthy
CAR-1235,Crossover,2022,4,61102,Electric,West,Battery,86,Healthy,No Failure,10/15/2023,Preventive,152.77,1,Center Alpha,Healthy
CAR-1289,Premium Sedan,2022,4,57062,Electric,South,Tyre,65,Warning,Tyre Damage,10/22/2025,Corrective,209.37,7,Center Alpha,Healthy
CAR-1161,Compact,2022,4,56465,Electric,West,Tyre,66,Warning,Tyre Damage,6/21/2023,Preventive,174.78,1,Center Gamma,Healthy
CAR-1162,Hatchback,2023,3,43409,Hybrid,Central,Headlight,88,Healthy,No Failure,3/9/2024,Preventive,95.3,1,Center Delta,Healthy
CAR-1013,Hatchback,2019,7,93093,Petrol,West,Headlight,51,Warning,Lighting Failure,8/15/2023,Corrective,149.31,20,Center Delta,Healthy
CAR-1023,Compact,2018,8,72341,Petrol,South,Engine,54,Warning,Mechanical Failure,1/17/2023,Preventive,912.98,1,Center Epsilon,Healthy
CAR-1277,Compact,2018,8,140279,Electric,West,Headlight,19,Critical,Lighting Failure,7/27/2023,Corrective,199.09,6,Center Beta,Needs Inspection
CAR-1188,Sedan,2023,3,26893,Petrol,West,Brake,77,Healthy,No Failure,10/22/2025,Preventive,303.8,2,Center Beta,Healthy
CAR-1053,City,2020,6,89910,Hybrid,East,Transmission,39,Critical,Transmission Fault,11/28/2025,Emergency,2101.14,20,Center Delta,Needs Inspection
CAR-1135,Hatchback,2022,4,45677,Electric,North,Battery,90,Healthy,No Failure,8/11/2025,Preventive,229.08,1,Center Delta,Healthy
CAR-1250,Premium Sedan,2023,3,57499,Diesel,South,Tyre,54,Warning,Tyre Damage,3/29/2025,Preventive,135.91,2,Center Alpha,Healthy
CAR-1481,Sedan,2024,2,26582,Diesel,Central,Battery,95,Healthy,No Failure,12/17/2025,Preventive,194.12,3,Center Epsilon,Healthy
CAR-1252,Premium Sedan,2024,2,27299,Hybrid,West,Suspension,86,Healthy,No Failure,5/11/2023,Preventive,579.94,3,Center Epsilon,Healthy
CAR-1051,Compact,2020,6,110550,Petrol,South,Brake,56,Warning,Brake Wear,11/8/2024,Preventive,226.15,3,Center Delta,Healthy
CAR-1135,Hatchback,2022,4,33194,Electric,North,Headlight,71,Warning,Lighting Failure,11/19/2023,Preventive,123.61,1,Center Epsilon,Healthy
CAR-1082,Premium Sedan,2020,6,74760,Diesel,South,Tyre,49,Warning,Tyre Damage,2/7/2025,Preventive,162.88,3,Center Epsilon,Healthy
CAR-1431,Hatchback,2019,7,102526,Petrol,South,Cooling System,28,Critical,Overheating,11/13/2025,Emergency,834.01,19,Center Gamma,Needs Inspection
CAR-1396,Sedan,2019,7,104291,Petrol,West,Tyre,37,Critical,Tyre Damage,5/26/2025,Corrective,237.53,15,Center Epsilon,Needs Inspection
CAR-1166,Crossover,2019,7,96839,Petrol,West,Brake,38,Critical,Brake Wear,12/4/2025,Emergency,702.57,36,Center Beta,Under Maintenance
CAR-1110,Sedan,2018,8,87818,Diesel,South,Brake,24,Critical,Brake Wear,11/12/2025,Emergency,786.72,62,Center Epsilon,Under Maintenance
CAR-1478,Sedan,2018,8,130960,Diesel,South,Battery,10,Critical,Battery Failure,9/27/2024,Emergency,497.08,57,Center Beta,Under Maintenance
CAR-1259,City,2018,8,73011,Diesel,South,Cooling System,15,Critical,Overheating,1/3/2023,Emergency,954.14,55,Center Gamma,Under Maintenance
CAR-1416,City,2020,6,98018,Diesel,South,Brake,53,Warning,Brake Wear,8/15/2025,Corrective,494.56,11,Center Gamma,Healthy
CAR-1022,Premium Sedan,2019,7,98072,Petrol,East,Brake,29,Critical,Brake Wear,10/14/2024,Emergency,761.36,38,Center Epsilon,Under Maintenance
CAR-1185,Premium Sedan,2022,4,44880,Hybrid,Central,Battery,61,Warning,Battery Failure,8/17/2024,Corrective,241.31,12,Center Alpha,Healthy
CAR-1178,Crossover,2018,8,104663,Diesel,East,Brake,10,Critical,Brake Wear,8/4/2023,Emergency,761.61,26,Center Delta,Under Maintenance
CAR-1100,Hatchback,2023,3,22223,Hybrid,Central,Transmission,83,Healthy,No Failure,10/7/2023,Preventive,1013.97,2,Center Alpha,Healthy
CAR-1240,Crossover,2022,4,68697,Diesel,West,Suspension,63,Warning,Suspension Failure,1/12/2024,Corrective,586.69,10,Center Delta,Healthy
CAR-1014,Compact,2019,7,74777,Petrol,Central,Transmission,76,Healthy,No Failure,7/28/2025,Preventive,794.47,2,Center Alpha,Healthy
CAR-1184,City,2018,8,131306,Electric,East,Battery,24,Critical,Battery Failure,8/16/2025,Emergency,418.81,52,Center Delta,Under Maintenance
CAR-1497,Compact,2024,2,34406,Diesel,Central,Brake,73,Warning,Brake Wear,2/27/2024,Preventive,226.73,3,Center Epsilon,Healthy
CAR-1319,Premium Sedan,2023,3,25050,Diesel,North,Battery,48,Warning,Battery Failure,11/23/2023,Corrective,242.54,10,Center Delta,Healthy
CAR-1351,Premium Sedan,2018,8,104085,Petrol,West,Brake,33,Critical,Brake Wear,5/23/2024,Emergency,581.63,71,Center Alpha,Under Maintenance
CAR-1247,Hatchback,2024,2,36690,Electric,North,Engine,66,Warning,Mechanical Failure,4/23/2024,Preventive,710.83,1,Center Beta,Healthy
CAR-1424,City,2018,8,129831,Diesel,East,Battery,33,Critical,Battery Failure,11/21/2025,Emergency,448.27,56,Center Gamma,Under Maintenance
CAR-1223,City,2018,8,90566,Hybrid,East,Battery,13,Critical,Battery Failure,1/2/2025,Emergency,427.95,45,Center Gamma,Under Maintenance
CAR-1324,Sedan,2018,8,69905,Petrol,North,Transmission,49,Warning,Transmission Fault,1/12/2023,Corrective,1505.2,10,Center Epsilon,Healthy
CAR-1225,Crossover,2018,8,94092,Petrol,North,Transmission,26,Critical,Transmission Fault,7/15/2023,Corrective,1831.64,14,Center Epsilon,Needs Inspection
CAR-1481,Sedan,2024,2,36724,Diesel,Central,Tyre,65,Warning,Tyre Damage,9/9/2024,Corrective,209.53,13,Center Alpha,Healthy
CAR-1077,Compact,2018,8,140168,Petrol,Central,Tyre,10,Critical,Tyre Damage,4/9/2023,Emergency,302.62,54,Center Delta,Under Maintenance
CAR-1393,Hatchback,2024,2,30470,Hybrid,North,Suspension,75,Healthy,No Failure,9/7/2023,Preventive,453.3,3,Center Beta,Healthy
CAR-1225,Crossover,2018,8,147867,Petrol,North,Cooling System,10,Critical,Overheating,11/25/2024,Emergency,627.18,36,Center Alpha,Under Maintenance
CAR-1134,City,2021,5,44594,Diesel,East,Battery,63,Warning,Battery Failure,12/2/2024,Corrective,322.74,20,Center Beta,Healthy
CAR-1418,Crossover,2022,4,48978,Diesel,West,Battery,70,Warning,Battery Failure,11/6/2024,Corrective,296.73,7,Center Epsilon,Healthy
CAR-1243,City,2020,6,79624,Electric,South,Battery,97,Healthy,No Failure,7/6/2023,Preventive,171.09,1,Center Beta,Healthy
CAR-1349,City,2022,4,64543,Petrol,North,Tyre,36,Critical,Tyre Damage,3/31/2023,Emergency,313.99,66,Center Epsilon,Under Maintenance
CAR-1447,Premium Sedan,2018,8,75139,Hybrid,South,Brake,45,Warning,Brake Wear,8/11/2023,Corrective,476.63,7,Center Delta,Healthy
CAR-1125,Premium Sedan,2024,2,18005,Petrol,East,Transmission,78,Healthy,No Failure,4/16/2025,Preventive,871.58,1,Center Gamma,Healthy
CAR-1440,Hatchback,2024,2,44867,Petrol,North,Cooling System,49,Warning,Overheating,9/11/2024,Preventive,326.65,1,Center Delta,Healthy
CAR-1299,Sedan,2018,8,92338,Hybrid,South,Suspension,48,Warning,Suspension Failure,5/20/2024,Preventive,441.95,1,Center Epsilon,Healthy
CAR-1007,Sedan,2023,3,49292,Petrol,West,Brake,71,Warning,Brake Wear,5/2/2025,Corrective,404.86,21,Center Alpha,Healthy
CAR-1021,City,2024,2,36777,Diesel,Central,Engine,81,Healthy,No Failure,7/12/2025,Preventive,971,3,Center Alpha,Healthy
CAR-1247,Hatchback,2024,2,43697,Electric,North,Engine,100,Healthy,No Failure,8/3/2024,Preventive,663.14,2,Center Delta,Healthy
CAR-1293,Sedan,2022,4,68572,Hybrid,South,Suspension,67,Warning,Suspension Failure,7/2/2024,Preventive,491.35,3,Center Gamma,Healthy
CAR-1012,Crossover,2024,2,33359,Hybrid,Central,Engine,89,Healthy,No Failure,2/21/2025,Preventive,852.89,2,Center Epsilon,Healthy
CAR-1014,Compact,2019,7,59462,Petrol,Central,Transmission,79,Healthy,No Failure,7/25/2024,Preventive,992.06,3,Center Beta,Healthy
CAR-1173,Crossover,2022,4,41513,Diesel,North,Battery,80,Healthy,No Failure,7/7/2024,Preventive,210.97,3,Center Epsilon,Healthy
